!---------------------------------------------------------------------------------
!SCANNED AXIS: Motor5
!KIND OF MOVEMENT: Absolute
!START POSITION: 27.9960 mm
!STOP POSITION: 328.0010 mm
!NUMBER OF STEPS: 150
!STEP VALUE: 2.0 mm
!SCAN TIME: 0.1 s
!---------------------------------------------------------------------------------

27.9960 -6.668339574028047E-4    -181.7      29.2
30.0045 -6.583473314193766E-4    -176.8      28.7
32.0055 -6.512574065569859E-4    -172.6      30.3
34.0025 -6.45264954093593E-4    -169.1      31.4
35.9970 -6.385915695070794E-4    -165.2      32.1
37.9995 -6.320352136745055E-4    -161.4      35.5
40.0020 -6.244606926149317E-4    -157.0      35.7
42.0025 -6.190080916415084E-4    -153.8      34.6
43.9980 -6.119434135048088E-4    -149.6      37.1
46.0030 -6.070122787435852E-4    -146.8      37.7
48.0005 -6.00230633151946E-4    -142.8      36.3
50.0010 -5.953523863175E-4    -139.9      37.4
52.0120 -5.879412521231866E-4    -135.6      38.1
53.9980 -5.83412760860484E-4    -133.0      37.7
56.0020 -5.765029851868492E-4    -128.9      39.0
58.0080 -5.702669672453515E-4    -125.3      38.7
59.9970 -5.656778337323948E-4    -122.6      39.3
62.0030 -5.600378448673071E-4    -119.3      41.4
64.0115 -5.544124427432362E-4    -116.0      40.9
65.9980 -5.492469639110322E-4    -113.0      40.6
67.9980 -5.425692242038751E-4    -109.1      42.8
70.0225 -5.375468649677946E-4    -106.2      43.1
72.0010 -5.314654297559782E-4    -102.6      42.5
74.0020 -5.25239455535016E-4     -99.0      42.7
76.0110 -5.214091944263846E-4     -96.7      42.7
77.9990 -5.147618400736145E-4     -92.8      43.2
79.9985 -5.10935389143621E-4     -90.6      45.4
82.0205 -5.040915585490526E-4     -86.6      45.6
84.0010 -4.983880152770557E-4     -83.3      44.9
86.0015 -4.931509447781449E-4     -80.2      45.6
88.0220 -4.8827868231677185E-4     -77.3      46.0
90.0050 -4.8230223311794134E-4     -73.9      45.5
92.0005 -4.7687417106818947E-4     -70.7      46.4
94.0185 -4.710793126739077E-4     -67.3      46.8
96.0035 -4.659077945551079E-4     -64.3      46.4
97.9960 -4.6100112504170865E-4     -61.4      49.1
100.0200 -4.5506211488021293E-4     -57.9      50.0
102.0000 -4.5051160456689975E-4     -55.3      50.6
103.9990 -4.4484903922066034E-4     -52.0      51.5
106.0120 -4.392910171399692E-4     -48.7      53.4
107.9950 -4.343026028876147E-4     -45.8      53.0
110.0050 -4.2749239750153046E-4     -41.8      53.3
112.0220 -4.219429026644234E-4     -38.6      53.6
114.0025 -4.169093512896993E-4     -35.6      53.7
116.0030 -4.111326927379401E-4     -32.2      55.6
118.0095 -4.050960034068928E-4     -28.7      54.4
119.9985 -4.006433860713284E-4     -26.1      55.0
121.9985 -3.938478117440015E-4     -22.1      55.5
124.0130 -3.89384620182147E-4     -19.5      57.8
126.0030 -3.833007079683342E-4     -16.0      56.9
128.0050 -3.77045321382723E-4     -12.3      57.3
130.0185 -3.715362534313554E-4      -9.1      58.1
131.9980 -3.6562016685339307E-4      -5.6      56.9
134.0000 -3.595937268297951E-4      -2.1      58.4
136.0205 -3.542734661886386E-4       1.0      59.3
138.0005 -3.4920313132358685E-4       4.0      58.8
139.9995 -3.4469526722437333E-4       6.6      60.9
142.0180 -3.358739250303067E-4      11.7      60.5
143.9990 -3.315428894595356E-4      14.3      60.1
145.9980 -3.2545537969704474E-4      17.8      61.3
148.0165 -3.212387876719233E-4      20.3      62.3
149.9975 -3.1523637379388445E-4      23.8      61.3
152.0005 -3.094582207400432E-4      27.2      62.5
154.0180 -3.037042105076576E-4      30.6      62.0
156.0060 -2.973961662516958E-4      34.2      62.5
158.0165 -2.9130027598100723E-4      37.8      64.0
160.0010 -2.8639465550095086E-4      40.7      64.4
162.0010 -2.805156571016961E-4      44.1      66.7
164.0170 -2.76044104438582E-4      46.7      66.9
165.9970 -2.693503295352029E-4      50.6      66.5
168.0015 -2.6324032850559077E-4      54.2      67.0
170.0130 -2.5760114493105657E-4      57.5      67.5
172.0080 -2.5221637745358937E-4      60.7      67.4
174.0070 -2.474128098955018E-4      63.5      68.8
176.0220 -2.407227987224757E-4      67.4      69.2
178.0035 -2.3497728853358186E-4      70.7      69.5
180.0035 -2.2953318224916744E-4      73.9      69.8
182.0280 -2.2362420361962508E-4      77.4      70.4
184.0210 -2.1687917861734166E-4      81.3      70.8
186.0050 -2.1032169413922073E-4      85.1      70.7
188.0060 -2.052477347623881E-4      88.1      72.3
190.0230 -2.005998335700084E-4      90.8      71.4
192.0065 -1.9421258114691418E-4      94.6      71.9
194.0115 -1.8773589115088517E-4      98.3      71.9
196.0035 -1.8256607991696584E-4     101.4      71.3
197.9965 -1.7634603751112715E-4     105.0      72.7
200.0215 -1.7052396171185353E-4     108.4      73.4
202.0010 -1.646686806839318E-4     111.8      73.0
204.0005 -1.5949660839879328E-4     114.9      74.8
206.0240 -1.5248081509185157E-4     119.0      75.0
208.0150 -1.4560107471603745E-4     123.0      73.6
210.0075 -1.4098920733296064E-4     125.7      75.0
212.0260 -1.3550935610449116E-4     128.9      75.8
214.0255 -1.2978834488794165E-4     132.2      75.7
216.0210 -1.2315226779714206E-4     136.1      76.2
218.0100 -1.1663846384789444E-4     139.9      76.3
220.0000 -1.1072017096009234E-4     143.4      77.8
222.0285 -1.0514253577607402E-4     146.6      79.2
224.0160 -9.835095888643918E-5     150.6      79.7
226.0025 -9.401251524798762E-5     153.1      78.9
228.0105 -8.738695898998587E-5     157.0      81.4
230.0215 -8.158048172764749E-5     160.4      81.8
232.0135 -7.548419640734706E-5     164.0      81.5
233.9955 -6.908866493536675E-5     167.7      81.3
236.0045 -6.464949820041103E-5     170.3      82.7
238.0235 -5.7608557603386005E-5     174.4      83.0
240.0120 -5.0786710789285656E-5     178.4      83.5
242.0045 -4.550754060801461E-5     181.5      83.1
244.0010 -3.933647503664431E-5     185.1      84.7
246.0230 -3.3142086288232136E-5     188.7      84.6
248.0055 -2.7343510983377168E-5     192.1      84.4
250.0100 -2.0903200785002746E-5     195.9      84.6
251.9955 -1.4559860664150333E-5     199.6      84.9
254.0055 -9.81783754804927E-6     202.4      86.7
256.0275 -2.210507021548859E-6     206.8      85.6
258.0110 3.300137139040593E-6     210.0      85.4
260.0105 7.91148174752764E-6     212.7      86.2
262.0125 1.4055200787940677E-5     216.3      87.2
264.0075 2.2128945406456502E-5     221.0      88.0
266.0275 2.778615514958127E-5     224.3      90.0
268.0120 3.3954910479486754E-5     228.0      88.7
270.0075 4.062739468347016E-5     231.9      88.8
272.0010 4.618071338761186E-5     235.1      89.6
274.0225 5.268930538253946E-5     238.9      90.3
276.0215 5.8264514885564086E-5     242.2      89.8
278.0195 6.554002662152347E-5     246.4      89.8
280.0030 7.116217947140416E-5     249.7      90.6
282.0045 7.69608557619654E-5     253.1      93.0
284.0125 8.333051762308322E-5     256.8      93.4
286.0015 8.86399808394243E-5     259.9      93.3
288.0040 9.457498809070459E-5     263.4      95.2
290.0135 1.0205360410619003E-4     267.8      95.0
292.0025 1.085164775446659E-4     271.5      94.5
294.0035 1.1443644024926163E-4     275.0      95.1
296.0210 1.1975024488768534E-4     278.1      94.8
298.0070 1.2606211197059534E-4     281.8      95.8
299.9970 1.323931516554682E-4     285.5      96.0
302.0140 1.3970638845956524E-4     289.8      96.8
304.0275 1.4483911516314577E-4     292.8      98.0
306.0245 1.5138648740840966E-4     296.6      97.7
308.0085 1.5750475416347002E-4     300.2      97.7
310.0010 1.6357382017470178E-4     303.7      98.1
312.0170 1.7069371653817577E-4     307.9      98.7
314.0270 1.7634690582323393E-4     311.2      98.6
316.0160 1.830861076329393E-4     315.1      98.0
317.9955 1.8913314777395653E-4     318.7      98.4
319.9990 1.9661441356209485E-4     323.0     100.1
322.0280 2.024169993171666E-4     326.4     100.4
324.0145 2.0902808315902374E-4     330.3      99.7
325.9985 2.1451606372698052E-4     333.5      99.8
328.0010 2.2131117983460554E-4     337.5     102.1
