!---------------------------------------------------------------------------------
!SCANNED AXIS: Motor5
!KIND OF MOVEMENT: Absolute
!START POSITION: 47.9960 mm
!STOP POSITION: 348.0025 mm
!NUMBER OF STEPS: 300
!STEP VALUE: 1.0 mm
!SCAN TIME: 0.1 s
!---------------------------------------------------------------------------------

47.9960 -0.0017543052213480435    -817.5     132.5
48.9985 -0.0017434780967042446    -811.1     135.5
50.0040 -0.0017321230465621642    -804.5     134.2
51.0030 -0.0017202478383150546    -797.6     133.8
51.9980 -0.0017090687216218471    -791.0     133.3
53.0045 -0.0016986247960834875    -784.9     134.1
54.0040 -0.0016868597358622307    -778.0     133.3
55.0005 -0.0016757916560410958    -771.6     133.5
56.0035 -0.0016645745065656057    -765.0     134.0
57.0145 -0.001652366385750937    -757.9     135.1
57.9990 -0.0016413676343478229    -751.4     135.3
59.0095 -0.0016305315834777726    -745.1     137.1
59.9960 -0.0016210054806418826    -739.5     137.4
61.0010 -0.0016093482887414418    -732.7     138.4
62.0025 -0.0015981192311105153    -726.2     138.0
63.0025 -0.0015870764707538424    -719.7     139.4
64.0025 -0.0015759605100001785    -713.2     139.4
65.0065 -0.0015650493933153033    -706.8     141.2
65.9990 -0.0015543606617237366    -700.6     140.7
67.0030 -0.0015441007686219773    -694.6     142.1
68.0030 -0.0015323911675802517    -687.7     142.4
68.9990 -0.0015213237417698222    -681.3     143.4
70.0010 -0.001509779312773676    -674.5     142.6
70.9980 -0.0014992980594838265    -668.4     142.8
72.0000 -0.0014879331825395218    -661.7     142.5
73.0010 -0.0014778156094665082    -655.8     142.0
73.9995 -0.001467404030744509    -649.7     142.1
75.0010 -0.0014561058550947937    -643.1     142.3
76.0005 -0.0014448652136097831    -636.6     141.6
77.0020 -0.0014339582367103008    -630.2     142.3
78.0035 -0.0014233391400176817    -624.0     142.2
78.9980 -0.0014123498290702521    -617.6     143.1
80.0035 -0.0014017944241670763    -611.4     143.2
81.0005 -0.0013907006330909648    -604.9     144.4
82.0060 -0.0013800465038691027    -598.7     145.0
