50.0185 -0.9443067543048479 0.0
50.9985 -0.9374790857076778 -0.925420619218748
52.017 -0.929317759006863 -1.8441501232122692
53.01 -0.9212682869450215 -2.7548815270389917
54.011 -0.9144840013535069 -3.65772444824511
54.9975 -0.9080900162042772 -4.553918769571545
56.0255 -0.9003137002713513 -5.443846985451732
57.01 -0.8941173500645556 -6.3261544117176545
58.0075 -0.8859703474034705 -7.2023894147809155
59.008 -0.8785949906216487 -8.070640355236314
60.008 -0.8718964309145725 -8.931663446045528
61.031 -0.8648695056810607 -9.786121948341806
62.0175 -0.85750376393968 -10.63369406390924
62.998 -0.8503092175328791 -11.474047752570126
64.0295 -0.8429065459553259 -12.307350785752345
65.0045 -0.8360053790486973 -13.13339920078856
66.0195 -0.8273356875476183 -13.952684472256282
66.997 -0.820992532910258 -14.763473446052943
68.0245 -0.8129963041956223 -15.568046128304996
69.0045 -0.8064502830860941 -16.364782506416706
70.0185 -0.7993804367399456 -17.155103783841074
71.0005 -0.792068589454597 -17.93849661184622
72.0355 -0.7850551026556999 -18.71472382951172
73.021 -0.7778277128206416 -19.484077830114302
74.0015 -0.7701459897801421 -20.24634898867853
75.027 -0.7635255601593757 -21.001092058663065
76.0075 -0.7560186422110973 -21.74934710761925
77.008 -0.7485899181090756 -22.49024537698612
78.013 -0.7418120311938006 -23.223863496733017
79.0055 -0.7345247333610226 -23.950839287302937
80.0355 -0.7266391091131463 -24.670673525996733
81.03 -0.7201827863187447 -25.382779852927616
82.0165 -0.7128001142703941 -26.088558983519984
82.9955 -0.7062811780914882 -26.787103095504968
84.014 -0.6997080782719586 -27.479258650034627
85.001 -0.6921082724158555 -28.164972566741145
86.018 -0.683196881743917 -28.84323867370868
86.9995 -0.6759600833423234 -29.512771617817716
88.018 -0.6695261241994017 -30.17521249949319
88.9995 -0.6630292738103432 -30.8313481012086
90.0255 -0.6546503307079196 -31.48111678954274
91.0145 -0.648259391166025 -32.12267411363649
91.9985 -0.6406428737842799 -32.757968316979195
93.0355 -0.6337343105822703 -33.385798333287795
94.026 -0.6262438570215506 -34.00685795765842
95.0135 -0.6189854949687457 -34.62057693753953
95.998 -0.6117064455332535 -35.22718272260891
97.0355 -0.604030356581526 -35.82665503923149
98.0235 -0.5966759254216947 -36.418604788681385
98.9995 -0.5906093460715431 -37.00334719559464
100.002 -0.5820821765741349 -37.582144354744756
101.0265 -0.5753316355823735 -38.15258488778741
102.0165 -0.5681847949805325 -38.716409890658134
102.9995 -0.5602531566224271 -39.273230989739055
104.0275 -0.5539948755568651 -39.82227908322903
105.008 -0.5469401533520927 -40.36519406127476
106.002 -0.5398886605045609 -40.901195411559804
107.035 -0.5321925984722053 -41.43028629885427
108.0165 -0.5244642545576962 -41.95183504535703
109.0005 -0.5175416320590521 -42.465810014823575
110.015 -0.5107795989275747 -42.973000814241445
110.9975 -0.5026164489584987 -43.47356482119047
112.022 -0.49484774095676815 -43.96612894116979
113.004 -0.48921514491795726 -44.45107972730743
114.016 -0.48211830538499784 -44.930510569327026
115.0025 -0.47469534186832973 -45.402986508604315
116.023 -0.4660515545995765 -45.86818794363528
117.014 -0.4603243933629354 -46.324918467142865
118.003 -0.45283118927595867 -46.776036372638536
119.0315 -0.4439737563006646 -47.21981093812898
120.029 -0.4377088433111226 -47.65490521930362
121.0195 -0.43055394671689456 -48.083859885748524
122.004 -0.42420912044626224 -48.50580275353108
123.026 -0.4165448380273681 -48.92152769156841
124.017 -0.4097106848357978 -49.32974163283522
125.0 -0.40153987057550433 -49.73125810397431
126.04 -0.39443191680416256 -50.1247671771383
127.029 -0.3880122927110361 -50.511310455606385
128.016 -0.38040898386671024 -50.891562502463195
129.001 -0.3729468341003759 -51.26436330665257
130.0385 -0.36528796631570615 -51.62985120407094
131.024 -0.3586460377742498 -51.98783341106033
132.006 -0.35149513238713215 -52.3393065280791
133.0015 -0.3444491084302386 -52.683771757818484
134.0385 -0.3356920414129767 -53.02133188408012
135.021 -0.3291810932889767 -53.350310084664834
136.0035 -0.32289034432927194 -53.672907556088035
137.025 -0.3141277089747549 -53.98934009353072
138.011 -0.3072584677167437 -54.29718524832598
139.011 -0.30059163450818127 -54.59829854668839
140.002 -0.29267301275065205 -54.8928783485064
141.0225 -0.2852434908843107 -55.179697901002044
142.008 -0.2787034830060541 -55.45923652206867
143.0065 -0.2714468130772635 -55.7323659354146
144.01 -0.2641167683278729 -55.99838381223032
144.9995 -0.25710620605572243 -56.257218245191645
146.0185 -0.24945611657821937 -56.50918232712625
147.0085 -0.24193109474562033 -56.753649321372905
148.0045 -0.23478321574307306 -56.99074179422361
149.036 -0.22820832580254985 -57.22082934565182
150.026 -0.22078052823770294 -57.44447350493832
151.013 -0.21335965534906076 -57.66083842261126
151.9985 -0.20770491242344713 -57.869930884853346
153.035 -0.199335725312351 -58.07348169902833
154.0265 -0.19204882291010697 -58.268830709834425
155.0185 -0.18518225335077898 -58.457038556286335
156.003 -0.1768735313826462 -58.638517164570096
157.0245 -0.169541226132887 -58.81185322532509
158.015 -0.16244413079043363 -58.97800362693532
158.9975 -0.15475039083639824 -59.13719887510994
160.0215 -0.14803103431594225 -59.28885425812961
161.0085 -0.14099294034129922 -59.43392467175923
162.0095 -0.13322550700658292 -59.572097753293704
162.9975 -0.12605477546910956 -59.702658750160154
164.022 -0.11950134056738916 -59.82619243011988
165.0055 -0.11154041844301232 -59.94330374387592
166.0035 -0.1031997060165754 -60.052613353950065
167.037 -0.0967337949801721 -60.15374906584631
168.023 -0.08878490013000907 -60.24854818492688
