!---------------------------------------------------------------------------------
!SCANNED AXIS: Motor5
!KIND OF MOVEMENT: Absolute
!START POSITION: 28.0060 mm
!STOP POSITION: 328.0210 mm
!NUMBER OF STEPS: 300
!STEP VALUE: 1.0 mm
!SCAN TIME: 0.1 s
!---------------------------------------------------------------------------------

28.0060 -0.0031121415692388524   -1611.3    -197.9
29.0020 -0.003095016277753512   -1601.3    -196.9
29.9965 -0.00307803125304429   -1591.3    -197.0
31.0105 -0.00306117199895198   -1581.5    -197.9
32.0075 -0.003044395595654342   -1571.7    -197.7
33.0025 -0.0030281381738488013   -1562.2    -198.3
33.9985 -0.0030122263883210812   -1552.9    -197.4
35.0050 -0.0029951251548407565   -1542.9    -198.0
36.0020 -0.0029788008794654364   -1533.3    -197.1
36.9965 -0.002962628538645129   -1523.9    -197.2
38.0025 -0.0029458239997941123   -1514.0    -195.8
38.9980 -0.0029296822781653365   -1504.6    -195.6
40.0005 -0.002913377852508132   -1495.1    -193.7
41.0015 -0.002896930047749525   -1485.5    -192.7
42.0000 -0.002880377295225443   -1475.8    -190.9
43.0065 -0.002865593809482328   -1467.1    -191.3
44.0065 -0.0028483531366010483   -1457.1    -190.2
44.9995 -0.00283261978802511   -1447.9    -190.7
46.0015 -0.0028160092513829582   -1438.2    -189.2
47.0040 -0.0027994339934195958   -1428.5    -189.5
47.9965 -0.002783236368231993   -1419.0    -188.5
49.0005 -0.0027668628295886536   -1409.4    -188.2
50.0030 -0.002752073315390617   -1400.8    -186.4
50.9975 -0.0027352279502064745   -1390.9    -186.5
52.0005 -0.0027186945425812423   -1381.3    -184.0
53.0005 -0.0027027174438557207   -1371.9    -182.8
54.0000 -0.0026873309202302305   -1362.9    -181.4
55.0005 -0.0026707806306117874   -1353.3    -180.9
55.9975 -0.0026552383241429285   -1344.2    -178.8
57.0010 -0.0026387179934938363   -1334.5    -179.4
58.0040 -0.0026229711352860727   -1325.3    -180.0
59.0020 -0.0026062752028308883   -1315.5    -180.5
60.0040 -0.0025908146085252782   -1306.5    -180.0
60.9975 -0.002575268449229598   -1297.4    -179.2
61.9985 -0.0025590055676492107   -1287.9    -178.6
62.9975 -0.0025439244139794214   -1279.1    -178.2
64.0020 -0.0025275970683168864   -1269.5    -175.8
65.0055 -0.0025114491827108974   -1260.1    -175.8
65.9970 -0.002495285475676616   -1250.7    -174.3
