!---------------------------------------------------------------------------------
!SCANNED AXIS: Motor5
!KIND OF MOVEMENT: Absolute
!START POSITION: 28.0035 mm
!STOP POSITION: 328.0035 mm
!NUMBER OF STEPS: 300
!STEP VALUE: 1.0 mm
!SCAN TIME: 0.1 s
!---------------------------------------------------------------------------------

28.0035 -0.003036755632295017   -1567.2    -198.3
29.0020 -0.0030199312904803867   -1557.4    -193.5
30.0040 -0.00300260058508597   -1547.2    -197.0
31.0035 -0.002985917141136329   -1537.5    -196.1
32.0015 -0.002969361600971013   -1527.8    -195.7
33.0045 -0.0029534225412777703   -1518.5    -194.7
34.0025 -0.002937304035652355   -1509.1    -194.4
35.0005 -0.0029212510711974574   -1499.7    -191.7
36.0080 -0.002903685056338003   -1489.4    -190.6
36.9965 -0.0028890268828408727   -1480.8    -191.2
37.9990 -0.0028717758053517007   -1470.8    -191.2
39.0015 -0.00285634129106129   -1461.7    -191.7
40.0015 -0.0028404868689470572   -1452.5    -190.7
41.0005 -0.0028227608972495213   -1442.1    -191.5
41.9990 -0.0028074741648723258   -1433.2    -191.0
43.0055 -0.002791685070438779   -1423.9    -191.4
44.0020 -0.0027763865644404705   -1415.0    -190.9
45.0030 -0.00276101087738881   -1406.0    -188.9
46.0025 -0.002744646999149686   -1396.4    -188.2
46.9975 -0.0027284649179541614   -1387.0    -186.1
48.0085 -0.0027130836198510705   -1378.0    -184.9
49.0015 -0.0026969192976624016   -1368.5    -184.0
49.9990 -0.0026805260297518767   -1359.0    -182.3
51.0120 -0.002664432832612134   -1349.5    -182.9
51.9970 -0.002649044013198241   -1340.5    -183.3
53.0040 -0.0026333398489422786   -1331.4    -182.0
54.0100 -0.002617183750656644   -1321.9    -182.2
55.0075 -0.002601311073825035   -1312.6    -182.6
56.0205 -0.002585049046912613   -1303.1    -182.0
57.0050 -0.0025691562424890566   -1293.8    -182.5
58.0080 -0.0025533744970941833   -1284.6    -181.1
59.0055 -0.0025378427464840965   -1275.5    -180.6
60.0035 -0.0025224510470334273   -1266.5    -178.7
61.0125 -0.002507500748391328   -1257.8    -176.4
62.0105 -0.002490243554966652   -1247.7    -175.6
63.0135 -0.0024755013835078676   -1239.1    -174.5
64.0090 -0.0024601673754574096   -1230.1    -175.0
65.0155 -0.002444524847881308   -1221.0    -174.7
65.9985 -0.0024291856474937803   -1212.0    -174.5
67.0010 -0.0024134230072598755   -1202.8    -174.2
68.0065 -0.0023975229951343113   -1193.5    -174.7
69.0035 -0.0023815544343735204   -1184.2    -174.1
70.0025 -0.002366196327602888   -1175.2    -172.6
71.0105 -0.0023504056700547234   -1166.0    -171.6
72.0045 -0.0023353490958816234   -1157.2    -170.5
73.0025 -0.002319929211612113   -1148.1    -168.9
74.0180 -0.002303511800792925   -1138.5    -166.8
75.0025 -0.0022886414854491367   -1129.8    -166.8
76.0050 -0.002272188833565037   -1120.2    -166.0
77.0125 -0.002256933836407508   -1111.3    -166.8
77.9975 -0.0022415056995359855   -1102.3    -167.1
79.0230 -0.002226273322658933   -1093.4    -165.9
80.0080 -0.0022111214574186224   -1084.5    -166.4
80.9955 -0.0021959689445016214   -1075.7    -165.6
82.0070 -0.0021804186471706555   -1066.6    -164.2
83.0145 -0.002163658897402572   -1056.8    -163.1
84.0040 -0.002148739592796473   -1048.1    -162.1
85.0000 -0.0021336214448466908   -1039.2    -159.5
86.0225 -0.0021172362432639634   -1029.6    -157.3
87.0155 -0.0021011366225024706   -1020.2    -156.0
87.9980 -0.0020864560546115306   -1011.6    -155.8
88.9980 -0.0020718088895326564   -1003.1    -154.4
90.0145 -0.0020562201828355628    -994.0    -154.9
91.0025 -0.0020406002890638484    -984.8    -155.7
92.0090 -0.0020258258492745224    -976.2    -155.0
93.0070 -0.0020093904208585297    -966.6    -155.2
94.0085 -0.0019945135778019142    -957.9    -154.7
95.0140 -0.001979717523117552    -949.2    -153.9
95.9980 -0.0019637215256537027    -939.9    -153.5
97.0000 -0.001949119214803267    -931.4    -151.1
98.0135 -0.0019317298389192976    -921.2    -149.9
98.9970 -0.001918224552736754    -913.3    -149.2
100.0020 -0.0019025036163730275    -904.1    -147.1
101.0200 -0.0018865266110088983    -894.8    -146.9
102.0005 -0.0018713745555331042    -885.9    -147.3
102.9995 -0.0018563849304011047    -877.1    -146.5
104.0115 -0.001841541672953302    -868.5    -146.7
105.0025 -0.0018252462576652338    -858.9    -147.2
105.9970 -0.0018103538391737676    -850.2    -145.9
107.0195 -0.001795965838269652    -841.8    -144.5
108.0075 -0.0017803061768753834    -832.7    -143.4
108.9965 -0.0017654853522267994    -824.0    -143.0
110.0020 -0.0017507430452012457    -815.4    -140.2
111.0180 -0.001734933825563613    -806.1    -139.3
112.0030 -0.0017201196732037156    -797.5    -138.5
113.0030 -0.0017048859827062928    -788.6    -137.5
114.0195 -0.0016892668661674295    -779.4    -138.1
115.0080 -0.0016736861659168171    -770.3    -138.5
115.9975 -0.0016594763418323227    -762.0    -139.1
117.0105 -0.001643414140683056    -752.6    -137.0
118.0235 -0.001628486614022128    -743.9    -137.5
119.0040 -0.0016126904625737742    -734.7    -137.7
120.0155 -0.0015975189132249453    -725.8    -135.5
121.0140 -0.0015826634252550547    -717.1    -134.4
122.0025 -0.0015672055589469448    -708.1    -133.9
123.0000 -0.0015538110387707136    -700.3    -131.8
124.0220 -0.0015375589774558724    -690.8    -130.2
125.0020 -0.0015234166874826221    -682.5    -130.3
126.0115 -0.0015076476795420973    -673.3    -130.0
127.0225 -0.0014923776322270886    -664.3    -130.4
128.0080 -0.0014775919814139483    -655.7    -130.4
129.0035 -0.0014626489895915823    -647.0    -130.1
129.9975 -0.0014473455389005605    -638.0    -128.5
131.0260 -0.0014318787340165875    -629.0    -128.2
132.0110 -0.0014166642423564322    -620.1    -127.0
133.0040 -0.0014011635254249479    -611.0    -126.7
134.0005 -0.001386893509646465    -602.7    -124.2
135.0220 -0.0013716843319774173    -593.8    -123.0
