       2.4039669      16.1050
       2.3940740      18.9327
       2.3842622      17.4340
       2.3745306      17.1114
       2.3648780      17.5263
       2.3553036      17.1377
       2.3458064      18.1179
       2.3363855      16.1054
       2.3270399      16.2733
       2.3177689      16.5972
       2.3085714      17.4064
       2.2994466      17.2650
       2.2903936      16.4512
       2.2814117      15.0817
       2.2724999      15.5190
       2.2636575      18.1756
       2.2548837      16.8019
       2.2461776      21.7689
       2.2375384      24.2068
       2.2289655      17.0513
       2.2204580      15.9361
       2.2120152      16.2010
       2.2036363      16.9790
       2.1953207      16.7330
       2.1870676      17.0727
       2.1788764      18.4485
       2.1707462      18.1552
       2.1626765      15.0296
       2.1546666      14.3519
       2.1467158      14.9314
       2.1388235      16.3486
       2.1309890      14.2826
       2.1232116      16.1900
       2.1154909      15.8715
       2.1078260      14.4988
       2.1002166      14.7677
       2.0926618      15.0261
       2.0851612      17.1237
       2.0777142      15.6219
       2.0703202      15.0576
       2.0629787      16.5828
       2.0556890      21.7666
       2.0484507      18.6628
       2.0412631      16.9704
       2.0341258      59.8505
       2.0270383      15.4557
       2.0200000      15.7419
       2.0130103      15.8808
       2.0060689      16.8026
       1.9991752      16.2412
       1.9923287      16.6390
       1.9855290      15.3272
       1.9787755      16.3292
       1.9720678      16.4393
       1.9654054      15.0450
       1.9587878      14.2873
       1.9522147      14.5734
       1.9456856      14.7494
       1.9392000      14.6756
       1.9327574      14.1122
       1.9263576      14.0072
       1.9200000      15.3648
       1.9136842      12.7700
       1.9074098      14.8384
       1.9011764      13.9445
       1.8949837      14.1325
       1.8888311      15.1014
       1.8827184      14.0573
       1.8766451      15.3833
       1.8706109      16.2953
       1.8646153      14.3829
       1.8586581      13.7469
       1.8527388      14.0146
       1.8468571      16.2736
       1.8410126      16.2459
       1.8352050      15.6955
       1.8294339      18.3344
       1.8236990      15.1543
       1.8180000      14.7055
